Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST00680,53,97558,79510,686,36,Yes
CUST00681,40,99422,22500,732,60,No
CUST00682,33,174328,6750,746,24,No
CUST00683,48,179077,70018,760,36,Yes
CUST00684,49,24638,9027,754,12,No
CUST00685,33,55419,10745,569,36,No
CUST00686,55,51377,66731,484,24,Yes
CUST00687,26,124244,91984,641,12,Yes
CUST00688,38,41382,33451,677,36,No
CUST00689,25,171466,98743,634,36,No
CUST00690,45,85789,76474,646,12,No
CUST00691,22,128634,66536,655,36,Yes
CUST00692,30,149936,17150,723,72,No
CUST00693,50,117572,18406,602,24,No
CUST00694,65,162738,24781,674,36,No
CUST00695,25,141664,62417,675,12,Yes
CUST00696,53,170027,23325,722,24,No
CUST00697,21,128674,73684,767,48,No
CUST00698,38,121533,99415,806,36,No
CUST00699,52,99845,78469,624,36,Yes
CUST00700,31,87590,14436,530,24,No
CUST00701,41,145775,22669,662,48,No
CUST00702,46,84471,77010,561,60,Yes
CUST00703,45,61298,81764,850,24,No
CUST00704,42,66924,6843,615,12,No
CUST00705,47,165781,70609,722,24,No
CUST00706,33,27726,55812,750,48,No
CUST00707,53,58542,21059,706,24,No
CUST00708,54,169317,91269,836,36,No
CUST00709,61,52753,45768,665,24,No
CUST00710,55,97788,30395,617,24,Yes
CUST00711,21,39316,25202,614,12,No
CUST00712,41,102698,18273,736,36,No
CUST00713,26,33960,53889,666,24,Yes
CUST00714,48,48791,78048,614,36,Yes
CUST00715,37,43216,98767,713,48,No
CUST00716,25,82427,93810,733,36,Yes
CUST00717,51,130470,50510,700,48,No
CUST00718,25,91290,92945,747,60,No
CUST00719,58,65014,75649,687,48,Yes
CUST00720,23,153150,7881,635,60,No
CUST00721,43,68519,50913,741,36,No
CUST00722,57,22042,89785,613,24,No
CUST00723,57,67052,70037,595,48,Yes
CUST00724,30,32389,67457,767,48,Yes
CUST00725,30,113961,40343,654,36,No
CUST00726,39,86111,67389,805,12,No
CUST00727,37,123058,83250,744,48,No
CUST00728,41,111715,13656,648,60,No
CUST00729,34,68733,10741,716,36,No
CUST00730,29,52754,21661,850,72,No
CUST00731,21,167696,33690,737,36,No
CUST00732,65,103886,37833,724,24,Yes
CUST00733,33,175753,76240,635,36,No
CUST00734,24,107524,82711,818,36,No
CUST00735,21,99006,62141,779,48,Yes
CUST00736,60,42704,83232,636,36,Yes
CUST00737,52,112913,44023,821,48,No
CUST00738,54,112108,45209,692,12,No
CUST00739,48,25493,98590,617,36,No
CUST00740,51,87639,91612,635,36,No
CUST00741,28,72383,85522,746,72,Yes
CUST00742,59,152066,19440,617,36,No
CUST00743,46,65234,12960,597,60,Yes
CUST00744,54,146674,27462,647,36,No
CUST00745,23,23594,22821,658,24,Yes
CUST00746,32,25371,62772,630,36,No
CUST00747,21,65315,32258,646,36,Yes
CUST00748,64,145251,97889,749,72,No
CUST00749,25,97526,93952,699,48,Yes
CUST00750,50,165698,67524,641,60,No
CUST00751,50,104005,27115,648,60,No
CUST00752,37,123573,51433,670,48,No
CUST00753,43,156202,95504,674,48,No
CUST00754,35,155900,93267,675,48,No
CUST00755,57,75514,93321,746,48,No
CUST00756,41,166955,84364,695,36,No
CUST00757,34,93986,75077,697,36,No
CUST00758,22,103959,45644,787,48,Yes
CUST00759,31,20035,67643,821,12,No
CUST00760,59,127767,18311,588,36,No
CUST00761,58,35241,35531,562,60,Yes
CUST00762,54,70975,19588,654,36,No
CUST00763,58,172226,54416,739,48,No
CUST00764,54,174697,17380,708,24,No
CUST00765,38,74396,47645,759,60,Yes
CUST00766,50,136920,22818,651,36,No
CUST00767,35,162403,35857,533,72,No
CUST00768,47,104226,26711,577,72,Yes
CUST00769,54,102719,10097,722,60,Yes
CUST00770,58,81014,33393,760,24,No
CUST00771,53,57346,27076,537,36,No
CUST00772,44,88411,89274,786,60,No
CUST00773,35,161326,62609,715,60,No
CUST00774,50,177693,34317,675,60,No
CUST00775,62,94441,63480,633,48,Yes
CUST00776,37,64121,12044,799,36,No
CUST00777,25,78197,76033,747,24,No
CUST00778,49,102577,60486,717,60,Yes
CUST00779,24,112634,60162,625,60,No
CUST00780,30,118211,84287,801,12,No
CUST00781,37,153909,34882,682,24,No
CUST00782,30,161687,59078,702,48,No
CUST00783,37,19466,63734,685,48,No
CUST00784,40,48771,48826,623,24,No
CUST00785,44,101886,92985,704,36,Yes
CUST00786,25,83911,49028,732,24,No
CUST00787,54,169818,56331,647,24,No
CUST00788,26,106422,37543,698,60,Yes
CUST00789,22,91369,34362,684,48,No
CUST00790,33,19893,32315,749,60,No
CUST00791,63,48573,32746,658,60,Yes
CUST00792,63,114907,15057,697,36,No
CUST00793,31,117956,47915,713,60,Yes
CUST00794,43,136580,26061,656,72,No
CUST00795,36,170271,56370,618,48,No
CUST00796,51,109404,39157,630,36,Yes
CUST00797,31,75724,16322,711,48,No
CUST00798,36,104133,74812,662,60,No
CUST00799,28,33989,82842,661,24,No
CUST00800,24,46931,39017,725,36,No
CUST00801,60,27290,61792,756,60,No
CUST00802,24,139136,32742,769,60,No
CUST00803,45,97878,69808,634,36,Yes
CUST00804,23,108477,22629,749,36,No
CUST00805,52,144299,13245,836,36,No
CUST00806,23,179205,48870,689,36,No
CUST00807,47,123686,69829,675,60,Yes
CUST00808,49,176124,15588,659,24,No
CUST00809,52,125286,5442,600,36,No
CUST00810,39,58475,82339,743,60,Yes
CUST00811,41,100666,45721,675,36,No
CUST00812,25,114622,42145,669,60,No
CUST00813,38,153705,15599,732,36,Yes
CUST00814,48,166376,77594,738,60,No
CUST00815,62,125573,87742,635,72,No
CUST00816,42,64546,82430,637,36,Yes
CUST00817,41,25008,7939,633,60,No
CUST00818,26,66291,27149,839,72,No
CUST00819,21,176477,71567,791,72,No
CUST00820,25,54386,15208,733,36,Yes
CUST00821,61,108909,71098,652,36,No
CUST00822,32,169899,54492,661,36,No
CUST00823,46,51040,25951,707,36,No
CUST00824,54,78354,53920,846,36,No
CUST00825,34,96543,51766,702,24,No
CUST00826,46,36157,62014,718,48,No
CUST00827,65,53315,33351,489,48,No
CUST00828,47,53932,89216,699,60,Yes
CUST00829,29,170236,54386,575,60,Yes
CUST00830,46,163486,92122,643,36,No
CUST00831,42,163399,14308,684,36,No
CUST00832,50,131880,64252,657,60,Yes
CUST00833,63,150018,80145,632,24,No
CUST00834,37,32693,88211,633,12,No
CUST00835,46,45241,33064,664,60,No
CUST00836,56,133194,58879,661,24,Yes
CUST00837,21,113790,13720,682,60,No
CUST00838,28,164612,47940,676,60,No
CUST00839,55,90255,84993,776,36,No
CUST00840,35,174153,73475,526,60,Yes
CUST00841,42,29350,52113,698,36,No
CUST00842,34,74809,53926,685,60,No
CUST00843,46,119894,43203,670,60,No
CUST00844,48,115557,93901,627,12,No
CUST00845,43,177441,10392,669,48,No
CUST00846,34,49728,30905,557,48,Yes
CUST00847,44,35576,78508,696,12,Yes
CUST00848,22,178073,55385,709,72,No
CUST00849,65,101384,35653,627,36,No
CUST00850,46,18390,96865,826,36,No
CUST00851,34,63436,89720,671,24,Yes
CUST00852,27,29569,19799,683,48,No
CUST00853,23,162101,65103,780,60,No
CUST00854,43,40490,20052,841,48,No
CUST00855,63,63875,11044,596,60,Yes
CUST00856,65,23867,24871,637,60,No
CUST00857,38,98820,94303,672,36,No
CUST00858,58,117515,25234,624,36,No
CUST00859,55,27121,26381,743,24,No
CUST00860,35,19539,22274,616,12,No
CUST00861,45,166099,92840,775,12,No
CUST00862,57,145402,88108,727,60,No
CUST00863,48,92229,54892,767,72,No
CUST00864,30,157993,55521,616,24,No
CUST00865,59,68435,96501,651,36,No
CUST00866,37,159382,88920,747,24,Yes
CUST00867,59,81965,88391,734,60,No
CUST00868,42,129048,22920,658,36,No
CUST00869,46,114444,21702,669,48,No
CUST00870,64,87922,6894,647,48,No
CUST00871,45,115799,35985,667,48,Yes
CUST00872,37,111948,33287,608,36,No
CUST00873,33,161314,78527,595,24,No
CUST00874,40,26947,20439,755,12,No
CUST00875,45,66785,99620,665,36,Yes
CUST00876,24,137963,47235,766,60,No
CUST00877,30,18507,32659,725,36,No
CUST00878,23,176223,29976,703,24,No
CUST00879,61,29618,87643,627,60,Yes
CUST00880,65,92286,72865,589,24,No
CUST00881,38,34122,73306,646,12,Yes
CUST00882,56,156426,61697,795,60,No
CUST00883,42,127598,75382,747,48,No
CUST00884,54,104436,21651,639,36,No
CUST00885,28,154109,54044,647,60,No
CUST00886,60,46633,19633,610,60,No
CUST00887,64,42495,84164,564,12,Yes
CUST00888,39,82550,5569,688,48,No
CUST00889,62,54483,64900,809,48,No
CUST00890,61,131181,72509,810,72,No
CUST00891,57,52069,38038,726,72,Yes
CUST00892,26,156442,54088,635,36,No
CUST00893,46,137873,78177,571,48,No
CUST00894,54,134843,79466,759,24,Yes
CUST00895,65,89947,77216,714,12,Yes
CUST00896,26,113761,71793,656,36,No
CUST00897,57,131753,78786,644,48,Yes
CUST00898,53,149764,43138,725,48,No
CUST00899,42,46926,68310,618,36,No
CUST00900,41,117782,33757,698,60,No
CUST00901,26,122700,75394,589,60,No
CUST00902,26,91984,84027,847,60,No
CUST00903,24,67593,95830,628,12,No
CUST00904,50,93609,61151,729,60,No
CUST00905,31,23209,54272,590,60,Yes
CUST00906,50,144700,11908,668,12,No
CUST00907,51,155605,15844,746,36,No
CUST00908,44,104597,56455,763,72,No
CUST00909,29,25211,73447,737,48,No
CUST00910,23,27927,79527,670,36,No
CUST00911,51,135333,82108,630,24,No
CUST00912,60,173666,48066,599,48,No
CUST00913,57,94382,45004,793,36,No
CUST00914,56,157005,43333,688,24,No
CUST00915,44,121780,88029,702,36,Yes
CUST00916,51,58696,44697,767,24,No
CUST00917,26,85616,22634,724,60,No
CUST00918,22,155161,29561,670,72,No
CUST00919,40,175195,23033,736,36,No
CUST00920,48,156869,77887,633,48,Yes
CUST00921,31,68013,60063,564,36,No
CUST00922,24,157418,30921,786,24,No
CUST00923,35,166725,24340,640,72,Yes
CUST00924,26,67556,67781,657,24,Yes
CUST00925,50,141723,19901,664,24,No
CUST00926,58,44140,15638,635,36,Yes
CUST00927,22,19184,43596,763,48,Yes
CUST00928,35,173918,91914,708,36,Yes
CUST00929,31,129361,49324,657,24,Yes
CUST00930,28,171267,93356,584,60,Yes
CUST00931,46,23606,95596,703,36,No
CUST00932,65,153028,37642,496,24,No
CUST00933,64,34555,30378,697,36,Yes
CUST00934,25,108385,55867,781,24,Yes
CUST00935,26,167762,78686,685,36,No
CUST00936,46,76502,47875,770,48,Yes
CUST00937,24,175419,94595,588,60,No
CUST00938,39,121844,88729,833,24,Yes
CUST00939,40,109321,69377,762,24,No
CUST00940,53,67056,59691,716,12,Yes
CUST00941,40,116234,98337,635,24,Yes
CUST00942,32,59850,69303,623,12,No
CUST00943,21,45843,65839,675,36,Yes
CUST00944,46,80320,54063,770,24,No
CUST00945,34,47793,96782,581,48,Yes
CUST00946,58,166929,83343,681,36,No
CUST00947,57,37627,88071,735,24,Yes
CUST00948,31,79822,10492,750,36,No
CUST00949,56,73798,36357,735,24,No
CUST00950,33,93318,76838,574,48,Yes
CUST00951,63,122186,37314,765,36,No
CUST00952,23,105902,53697,685,24,No
CUST00953,53,177629,75283,599,36,No
CUST00954,26,89334,64567,678,24,Yes
CUST00955,30,124719,52006,533,60,No
CUST00956,25,141099,65011,723,72,No
CUST00957,43,30720,15686,670,12,No
CUST00958,30,75608,42449,585,48,No
CUST00959,64,125449,66606,658,36,No
CUST00960,22,120828,23891,627,12,No
CUST00961,33,144613,57115,632,12,No
CUST00962,60,90095,65719,510,60,No
CUST00963,22,123924,78030,555,36,Yes
CUST00964,40,114452,41723,663,72,Yes
CUST00965,21,105593,34877,650,36,No
CUST00966,57,124975,98517,753,24,No
CUST00967,29,95242,19026,633,60,Yes
CUST00968,37,134041,25422,640,60,No
CUST00969,29,144202,14244,644,60,No
CUST00970,31,95606,38481,665,60,Yes
CUST00971,35,141769,94180,687,36,Yes
CUST00972,44,136542,63031,650,12,No
CUST00973,58,124438,13521,723,24,No
CUST00974,55,18924,6746,850,36,No
CUST00975,50,69322,88127,618,72,Yes
CUST00976,51,175550,97254,709,48,Yes
CUST00977,25,89042,73232,682,60,No
CUST00978,64,64418,17012,759,36,No
CUST00979,34,118699,85224,695,48,No
CUST00980,31,108140,28457,626,60,No
CUST00981,29,29781,75572,593,36,No
CUST00982,54,154587,34960,726,36,No
CUST00983,32,135358,92695,599,48,Yes
CUST00984,55,54133,12910,769,48,No
CUST00985,55,115628,7693,721,72,No
CUST00986,21,94946,20858,687,36,Yes
CUST00987,60,103058,33810,582,24,No
CUST00988,42,158167,25092,731,36,No
CUST00989,49,169542,93779,801,36,No
CUST00990,28,61129,53700,648,48,No
CUST00991,31,26531,63105,624,24,No
CUST00992,61,55038,35505,673,60,No
CUST00993,57,105939,78228,715,60,No
CUST00994,34,60674,33555,640,24,No
CUST00995,50,145572,76934,747,24,No
CUST00996,55,47831,77788,823,36,No
CUST00997,41,75174,82257,705,60,Yes
CUST00998,57,29279,22939,656,24,No
CUST00999,25,78610,16825,713,12,No
CUST01000,39,71051,95787,768,48,No
CUST01001,34,74652,29151,692,48,No
CUST01002,46,83524,5036,716,36,No
CUST01003,24,24470,98948,733,60,Yes
CUST01004,45,71473,88707,614,72,Yes
CUST01005,65,168952,44051,714,24,No
CUST01006,62,62439,85738,579,36,No
CUST01007,45,32308,78596,631,12,No
CUST01008,38,109563,65071,766,24,No
CUST01009,60,53081,78601,745,24,Yes
CUST01010,28,27837,34873,660,36,No
CUST01011,59,136128,41648,808,60,No
CUST01012,60,130651,76468,582,48,No
CUST01013,34,115624,31470,665,24,No
CUST01014,52,175371,70129,701,12,No
CUST01015,58,48063,13328,469,48,Yes
CUST01016,53,87453,11333,668,24,No
CUST01017,43,120166,51638,596,36,Yes
CUST01018,35,32506,16268,597,36,Yes
CUST01019,53,131604,75603,660,60,No
CUST01020,45,44026,22045,543,24,No
CUST01021,37,176744,45741,619,48,No
CUST01022,53,70413,93306,545,12,Yes
CUST01023,22,83066,47770,689,48,Yes
CUST01024,34,68971,12887,688,48,No
CUST01025,60,176353,29918,654,60,No
CUST01026,60,131978,40497,755,48,No
CUST01027,59,177163,98562,658,36,No
CUST01028,26,68494,66009,678,36,No
CUST01029,26,121864,16929,612,24,No
CUST01030,23,167682,66762,507,48,No
CUST01031,27,150151,84099,669,60,No
CUST01032,28,113386,33546,659,36,No
CUST01033,62,104126,83424,808,60,No
CUST01034,35,98863,42338,730,36,No
CUST01035,49,96291,39283,649,36,No
CUST01036,53,143659,87494,691,36,No
CUST01037,50,25235,83170,748,24,Yes
CUST01038,59,100733,89787,719,36,No
CUST01039,47,80712,51566,805,60,No
CUST01040,56,170545,90464,621,36,Yes
CUST01041,49,143849,86991,753,48,No
CUST01042,58,97823,97680,648,60,Yes
CUST01043,53,122215,33013,695,36,Yes
CUST01044,57,50230,57132,638,60,No
CUST01045,47,102573,92412,669,36,No
CUST01046,53,58644,97498,696,36,No
CUST01047,24,63203,33084,724,24,No
CUST01048,42,84677,26143,685,24,No
CUST01049,22,174497,96627,494,60,Yes
CUST01050,30,141246,19179,674,60,No
CUST01051,25,102817,63726,790,36,No
CUST01052,30,87806,15222,674,24,No
CUST01053,53,60814,64965,792,36,Yes
CUST01054,58,88219,69068,671,48,No
CUST01055,33,113345,28949,562,36,No
CUST01056,51,118088,21116,648,48,No
CUST01057,56,87322,56052,638,60,Yes
CUST01058,65,39650,56369,663,36,No
CUST01059,44,112242,53817,591,72,No
CUST01060,35,158262,88203,679,36,No
CUST01061,49,56196,79311,655,72,Yes
CUST01062,28,47709,34655,777,24,No
CUST01063,25,98428,62802,589,24,No
CUST01064,49,27943,52632,698,60,No
CUST01065,24,39042,19193,711,48,No
CUST01066,32,61894,85212,738,60,No
CUST01067,65,155941,35776,653,36,No
CUST01068,22,74759,48225,697,60,No
CUST01069,47,123973,65010,706,24,No
CUST01070,51,62306,87735,556,12,Yes
CUST01071,56,126369,70451,655,36,No
CUST01072,56,169990,53812,678,60,Yes
CUST01073,46,46379,85602,686,48,No
CUST01074,63,138667,23895,685,36,No
CUST01075,47,152034,70782,713,36,No
CUST01076,25,162923,26209,825,12,No
CUST01077,40,135626,87336,635,36,Yes
CUST01078,31,143180,66807,709,36,Yes
CUST01079,30,70349,28086,778,48,No
CUST01080,60,163817,90637,545,48,No
CUST01081,58,23730,87027,700,60,Yes
CUST01082,26,162993,32207,554,24,No
CUST01083,28,37023,25897,844,36,No
CUST01084,43,144796,68083,719,36,No
CUST01085,46,99533,71957,709,48,No
CUST01086,63,101286,83506,539,36,No
CUST01087,32,59979,12283,642,60,Yes
CUST01088,46,40837,99024,643,48,No
CUST01089,33,164069,86481,812,12,No
CUST01090,60,122975,5255,735,24,No
CUST01091,38,38923,81555,556,60,Yes
CUST01092,45,26876,20487,715,48,No
CUST01093,53,78973,24346,567,24,No
CUST01094,60,151959,40050,558,12,Yes
CUST01095,63,60422,13744,714,48,No
CUST01096,32,69413,29756,736,48,Yes
CUST01097,64,120484,66596,714,24,No
CUST01098,56,151913,88397,821,36,No
CUST01099,24,46756,30146,708,36,No
CUST01100,25,89576,60032,693,60,No
CUST01101,57,136248,47687,589,24,No
CUST01102,28,28304,51103,744,60,Yes
CUST01103,62,48341,26976,556,36,No
CUST01104,48,153830,67863,832,12,No
CUST01105,51,166082,5591,745,36,No
CUST01106,29,145039,11277,850,24,No
CUST01107,49,150447,66860,709,48,No
CUST01108,34,117485,7260,749,48,No
CUST01109,60,40092,70883,659,12,Yes
CUST01110,61,149562,29741,677,24,No
CUST01111,42,21729,42211,601,60,No
CUST01112,31,155046,46542,571,36,No
CUST01113,43,136222,11869,694,36,No
CUST01114,21,103216,98618,676,36,No
CUST01115,57,101860,92616,599,60,No
CUST01116,41,114870,69732,613,48,No
CUST01117,46,39398,99515,682,48,Yes
CUST01118,56,52650,24422,598,24,No
CUST01119,43,170364,40613,707,12,No
CUST01120,21,121889,62016,600,36,Yes
CUST01121,60,21159,65110,699,36,No
CUST01122,35,116162,93529,594,48,No
CUST01123,41,120834,82922,594,48,No
CUST01124,29,166137,39033,503,36,No
CUST01125,29,39638,50213,668,48,Yes
CUST01126,30,19073,66993,789,24,No
CUST01127,46,47320,17938,785,12,No
CUST01128,61,52924,81695,704,60,No
CUST01129,55,86116,7274,530,48,Yes
CUST01130,45,20159,89390,743,48,No
CUST01131,46,66940,36815,697,36,No
CUST01132,31,97436,81018,650,36,No
CUST01133,58,32678,23961,771,24,No
CUST01134,22,161093,25044,726,60,No
CUST01135,27,155844,26975,827,48,No
CUST01136,38,85163,19706,575,24,No
CUST01137,47,172536,10974,580,60,Yes
CUST01138,54,69137,81464,593,36,Yes
CUST01139,47,179304,26213,659,60,No
CUST01140,37,79497,6950,799,12,No
CUST01141,63,118485,90013,633,12,No
CUST01142,64,123468,15411,635,24,No
CUST01143,44,18901,92231,711,24,No
CUST01144,45,105980,51156,743,60,No
CUST01145,27,125594,67744,512,48,No
CUST01146,26,20881,22771,758,48,Yes
CUST01147,44,47863,74810,631,60,Yes
CUST01148,53,154694,40053,672,36,No
CUST01149,49,150450,57076,786,60,No
CUST01150,63,63201,12045,664,60,No
CUST01151,42,77251,62623,565,36,Yes
CUST01152,46,90572,34714,569,24,No
CUST01153,48,57255,39386,678,48,No
CUST01154,41,81212,13562,655,36,No
CUST01155,27,68210,60048,684,60,No
CUST01156,37,143629,98295,650,24,No
CUST01157,40,40499,17026,773,48,No
CUST01158,61,120552,36589,682,36,No
CUST01159,40,79360,31844,548,24,No
CUST01160,42,153675,28447,741,36,No
CUST01161,48,145466,95415,823,24,No
CUST01162,60,103473,82502,692,36,No
CUST01163,27,161704,88268,697,60,No
CUST01164,21,179679,59708,622,36,Yes
CUST01165,52,109873,68925,662,60,No
CUST01166,33,83756,75825,718,24,No
CUST01167,50,74344,56574,765,48,No
CUST01168,43,156421,90548,713,60,No
CUST01169,39,89154,23812,816,36,No
CUST01170,52,45464,60309,687,60,No
CUST01171,50,139897,69230,596,36,No
CUST01172,49,55344,46628,598,36,No
CUST01173,65,101791,45581,773,60,Yes
CUST01174,49,173371,51628,756,12,No
CUST01175,50,150534,93628,557,12,No
CUST01176,36,138209,30105,664,48,No
CUST01177,60,99441,84830,667,60,Yes
CUST01178,39,108456,74157,624,60,Yes
CUST01179,38,99788,37442,574,12,No
CUST01180,21,32175,92235,622,72,Yes
CUST01181,34,155263,7347,608,48,No
CUST01182,22,101434,52650,576,60,Yes
CUST01183,48,102518,22110,742,36,No
CUST01184,50,84537,67170,701,48,Yes
CUST01185,58,133721,9923,645,60,No
CUST01186,24,65645,56801,525,36,No
CUST01187,21,41283,67771,658,72,Yes
CUST01188,28,104971,86147,719,36,Yes
CUST01189,49,110759,53135,625,36,Yes
CUST01190,59,120780,24199,594,60,No
CUST01191,23,179096,14066,671,72,No
CUST01192,52,48734,57136,705,36,Yes
CUST01193,30,18515,97290,530,24,Yes
CUST01194,30,128782,41575,782,60,No
CUST01195,39,84727,94796,586,60,Yes
CUST01196,54,127164,51733,648,48,No
CUST01197,53,64216,21991,769,48,No
CUST01198,43,89833,27553,689,60,No
CUST01199,48,76755,94710,762,24,No
CUST01200,52,45856,92493,797,72,No
CUST01201,27,91870,5634,571,36,No
CUST01202,49,173234,17771,748,48,No
CUST01203,28,155080,23298,779,36,No
CUST01204,21,25987,84876,652,36,No
CUST01205,23,114502,40999,658,48,No
CUST01206,44,152404,76887,537,72,No
CUST01207,43,84323,64648,739,48,No
CUST01208,28,27873,67668,490,60,No
CUST01209,57,123219,74374,753,12,No
CUST01210,23,23033,72509,574,60,No
CUST01211,53,91324,80783,784,36,No
CUST01212,48,33689,49440,710,24,Yes
CUST01213,28,127756,36655,756,24,No
CUST01214,54,18066,48039,619,48,No
CUST01215,55,132159,60255,580,72,No
CUST01216,52,25533,77219,548,48,Yes
CUST01217,44,133828,59989,762,36,No
CUST01218,34,77658,16244,730,24,Yes
CUST01219,52,56498,99594,732,36,Yes
CUST01220,63,127028,63595,702,12,No
CUST01221,36,29772,44551,721,36,No
CUST01222,24,107385,68230,658,48,Yes
CUST01223,57,30940,33371,708,72,No
CUST01224,41,136027,74358,616,36,Yes
CUST01225,34,34932,33878,654,24,No
CUST01226,51,42648,41157,850,60,No
CUST01227,38,50966,10914,683,60,No
CUST01228,27,176849,88700,532,60,No
CUST01229,30,166246,32180,649,24,No
CUST01230,27,60598,8688,601,36,No
CUST01231,53,162870,85219,692,72,No
CUST01232,43,166630,83616,613,24,No
CUST01233,41,79084,14916,664,48,No
CUST01234,39,149250,61363,625,36,Yes
CUST01235,39,35118,32360,695,36,No
CUST01236,56,40616,42805,633,60,No
CUST01237,49,149870,18453,707,36,No
CUST01238,38,25601,27703,826,60,No
CUST01239,22,43363,64021,593,36,No
CUST01240,21,20795,79176,734,72,Yes
CUST01241,25,115462,99799,496,36,Yes
CUST01242,40,120892,86614,663,24,No
CUST01243,31,90833,93919,697,36,No
CUST01244,62,21084,86072,624,60,Yes
CUST01245,22,113865,12410,546,60,No
CUST01246,23,18731,86462,677,36,No
CUST01247,43,150201,53268,795,48,No
CUST01248,32,177094,39248,669,60,No
CUST01249,40,19605,36159,722,60,No
CUST01250,25,95506,47039,765,48,No
CUST01251,57,62130,52800,850,60,No
CUST01252,58,178337,45761,601,48,No
CUST01253,50,86469,99626,609,12,No
CUST01254,29,164259,91103,658,12,No
CUST01255,54,174863,48663,726,72,No
CUST01256,64,108436,85903,506,24,Yes
CUST01257,55,130341,45412,729,36,No
CUST01258,42,149965,40367,691,60,Yes
CUST01259,64,117694,10813,640,24,No
CUST01260,44,37773,64894,712,60,No
CUST01261,37,22239,56444,747,60,No
CUST01262,30,38863,39269,757,72,No
CUST01263,50,69415,66748,681,36,No
CUST01264,43,86968,46190,704,36,No
CUST01265,52,78430,45318,702,60,No
CUST01266,37,19515,42018,772,36,No
CUST01267,37,115206,44759,709,48,No
CUST01268,34,163677,21498,728,48,No
CUST01269,29,74240,30989,747,36,No
CUST01270,60,23586,30568,827,60,No
CUST01271,22,138419,71577,636,48,No
CUST01272,65,140374,35099,802,12,No
CUST01273,45,49186,94900,850,24,No
CUST01274,59,44928,45639,641,24,Yes
CUST01275,29,140990,28482,664,36,No
CUST01276,42,105029,74212,648,60,No
CUST01277,63,38711,60261,729,24,Yes
CUST01278,24,72962,92317,540,36,No
CUST01279,46,38039,35048,643,60,No
CUST01280,49,54561,8065,659,48,No
CUST01281,65,19577,7036,653,36,No
CUST01282,54,125792,40814,652,72,Yes
CUST01283,43,177422,64694,643,36,No
CUST01284,57,28785,21924,738,60,Yes
CUST01285,31,90227,65204,720,48,No
CUST01286,26,136680,37844,808,60,No
CUST01287,38,79957,86943,738,60,No
CUST01288,41,83431,26518,598,36,No
CUST01289,62,166369,22059,667,60,No
CUST01290,56,89894,28052,659,60,No
CUST01291,61,168653,74803,699,36,No
CUST01292,58,73192,76524,762,36,No
CUST01293,54,19462,98510,694,60,Yes
CUST01294,37,146848,94572,694,36,No
CUST01295,57,164583,13680,681,60,No
CUST01296,45,94106,72021,741,48,No
CUST01297,58,66665,85249,637,48,Yes
CUST01298,32,99010,25043,571,12,No
CUST01299,43,90573,7419,728,36,No
CUST01300,62,125803,61892,708,36,No
CUST01301,42,137682,22140,779,48,No
CUST01302,41,31386,48484,498,48,No
CUST01303,47,142069,68869,672,48,Yes
CUST01304,51,72460,50210,688,48,No
CUST01305,26,155293,62600,567,60,No
CUST01306,47,172546,83497,674,36,No
CUST01307,60,133375,11487,769,48,Yes
CUST01308,54,130660,65692,836,12,No
CUST01309,32,170117,67112,754,36,No
CUST01310,65,109319,36110,656,36,No
CUST01311,27,134582,21360,775,36,No
CUST01312,30,153994,54410,748,36,No
CUST01313,65,171778,95418,644,12,No
CUST01314,37,60771,88038,636,36,No
CUST01315,46,70335,78167,667,72,Yes
CUST01316,41,70949,8017,601,36,Yes
CUST01317,48,113558,91261,657,60,Yes
CUST01318,22,164312,65124,717,48,No
CUST01319,63,120272,95298,758,36,No
CUST01320,21,20716,55949,652,24,No
CUST01321,56,165646,63268,784,24,No
CUST01322,46,169285,71320,729,60,No
CUST01323,49,89916,98556,732,36,Yes
CUST01324,41,68906,86301,611,24,Yes
CUST01325,31,18463,36127,816,36,No
CUST01326,60,92694,8196,722,48,No
CUST01327,31,169723,80088,655,48,Yes
CUST01328,56,86694,46300,642,36,No
CUST01329,59,38008,54714,657,36,No
CUST01330,60,88474,36921,604,36,No
CUST01331,55,56185,9746,754,12,No
CUST01332,54,105924,73535,611,36,Yes
CUST01333,44,52980,70350,702,48,Yes
CUST01334,42,40504,55345,646,48,Yes
CUST01335,25,72970,54220,730,60,Yes
CUST01336,53,34766,86131,741,48,Yes
CUST01337,56,134944,27063,632,36,No
CUST01338,40,111922,76736,677,36,No
CUST01339,39,160767,93913,572,36,No
CUST01340,55,166868,83946,808,60,No
CUST01341,63,163631,50971,760,24,No
CUST01342,37,138494,8598,575,60,No
CUST01343,65,26802,15564,615,48,No
CUST01344,63,52159,54725,670,36,Yes
CUST01345,54,29516,91134,683,48,No
CUST01346,29,68492,64940,629,12,No
CUST01347,46,47086,67085,594,36,No
CUST01348,22,131758,22862,710,36,No
CUST01349,29,48480,15265,810,24,No
CUST01350,29,146023,14705,684,60,No
CUST01351,60,128195,60279,658,60,No
CUST01352,37,56737,67471,650,24,No
CUST01353,21,27265,96080,598,36,Yes
CUST01354,45,132165,84834,630,24,Yes
CUST01355,63,137501,67979,765,60,No
CUST01356,60,88990,60828,525,36,No
CUST01357,62,33386,51104,685,36,No
CUST01358,45,122718,45934,682,36,No
CUST01359,59,55425,11050,689,36,Yes
